359014	416976	0
352909	426935	0
353848	422172	0
359202	417326	0
357795	415825	0
352784	426890	0
354777	421668	0
354983	422135	0
355366	414446	0
362767	421680	0
356323	426452	0
354225	422015	0
357847	417617	0
360920	422301	0
352407	421885	0
356732	426370	0
353567	427375	0
359658	417482	0
351289	417356	0
358400	416427	0
355816	427164	0
354179	422426	0
357513	423658	0
353837	426909	0
348480	426458	0
353757	422128	0
355119	424957	0
354643	422790	0
355543	427356	0
358119	419159	0
353842	422315	0
360972	414019	0
354170	421752	0
360396	426837	0
359277	427206	0
358573	416227	0
358158	418082	0
359943	413061	0
353422	427397	0
357697	416901	0
361273	413645	0
360443	413130	0
356098	426705	0
358587	416237	0
355951	422299	0
347976	425833	0
358438	416633	0
351279	425132	0
360074	419409	0
355859	426480	0
354135	423064	0
358250	421108	0
356040	426095	0
359703	416819	0
357363	416516	0
353398	422990	0
357850	416731	0
356555	426361	0
351595	428278	0
351195	427532	0
358727	417958	0
358838	418786	0
356153	418404	0
353842	421955	0
352290	421779	0
351276	427253	0
355346	428245	0
351014	425588	0
348044	424681	0
347880	424127	0
357898	416594	0
358247	418543	0
355680	412911	0
354746	422805	0
347595	424463	0
354751	425940	0
352979	422538	0
356682	425688	0
356202	425983	0
359284	426593	0
357865	425718	0
350607	427645	0
354866	425588	0
353807	422416	0
357630	421956	0
357136	427977	0
357615	417178	0
360747	413850	0
351953	421858	0
359765	412876	0
357864	415815	0
356572	427055	0
356492	425472	0
356535	418845	0
354696	421895	0
359441	417968	0
353455	427991	0
357764	426707	0
355915	426491	0
353223	422452	0
357439	416037	0
358063	417177	0
353680	422280	0
348105	426103	0
357952	416626	0
351421	423320	0
355907	427533	0
357157	426444	0
356502	418591	0
354967	419471	0
353952	418689	0
363288	421890	0
359568	413101	0
359407	418144	0
357765	416301	0
357466	415985	0
352342	417336	0
353536	422007	0
361821	421458	0
348021	424120	0
355146	422954	0
358023	416833	0
357826	419878	0
352516	421020	0
352627	421515	0
356175	426229	0
356196	426482	0
348497	423912	0
355922	426199	0
353471	428238	0
355714	414740	0
362418	421162	0
354904	421383	0
353876	421916	0
355559	420188	0
348540	419391	0
355999	427103	0
352129	421583	0
354114	422132	0
360405	414364	0
351878	428284	0
359500	412554	0
357444	415710	0
358126	418056	0
351231	425139	0
358351	417046	0
362106	421297	0
358484	425727	0
357946	417520	0
349408	426166	0
353849	425372	0
357768	416251	0
358637	416102	0
352560	426394	0
354422	422625	0
357862	416757	0
357028	416247	0
353908	422528	0
355410	427319	0
348785	418558	0
356810	426166	0
352163	427981	0
358400	418375	0
359635	427135	0
357152	418005	0
348476	426104	0
354078	422289	0
359605	417296	0
347390	425396	0
354945	418483	0
350408	425720	0
351079	424510	0
355687	427377	0
352793	427008	0
357175	426354	0
353898	423213	0
363371	422506	0
356527	425821	0
351103	424594	0
353245	422228	0
358965	426636	0
353004	421538	0
352954	421755	0
355044	419836	0
355450	422937	0
357221	414239	0
354150	417385	0
359497	418042	0
349928	426994	0
359455	427346	0
351024	428316	0
352915	421163	0
354304	421536	0
353428	421610	0
356120	426111	0
352771	426813	0
354744	421881	0
352953	427161	0
351221	427359	0
352426	427709	0
361378	422332	0
357576	416759	0
355134	423078	0
358814	417542	0
354658	422937	0
358743	416301	0
358220	416920	0
358895	417723	0
361174	413831	0
355945	426405	0
358614	417646	0
347782	426705	0
358160	418751	0
353136	423169	0
355304	413479	0
350754	427577	0
348365	424629	0
351724	428904	0
358698	417633	0
358729	422036	0
352300	428647	0
353040	422243	0
347557	424814	0
356924	426335	0
349169	418090	0
358881	417424	0
360211	421595	0
356360	414149	0
358228	417551	0
359341	417474	0
359986	413533	0
358827	413520	0
356440	413725	0
351546	427996	0
348923	418473	0
358833	417362	0
352720	421451	0
352773	427758	0
356057	426951	0
360477	413941	0
355557	423427	0
352635	426987	0
356451	425908	0
354794	421944	0
352750	426898	0
358495	417689	0
354470	425790	0
355426	427268	0
356593	414692	0
360169	412819	0
358177	417785	0
352749	427227	0
354652	423286	0
357041	416544	0
358131	427181	0
358489	416795	0
358956	416122	0
353954	426153	0
353754	422375	0
352314	425021	0
358469	416842	0
360467	419203	0
352044	421697	0
346929	422869	0
348734	426261	0
357700	422388	0
355288	423190	0
350622	425097	0
358218	420003	0
356308	426675	0
359886	414426	0
356888	425566	0
351478	422949	0
356829	414247	0
357914	415816	0
356668	425648	0
350898	427626	0
354249	425547	0
357791	416814	0
355281	421803	0
360709	414414	0
352190	426279	0
356953	414960	0
353520	414738	0
356028	427155	0
357050	414339	0
354487	422955	0
351824	421755	0
349448	426042	0
349294	427325	0
358423	427564	0
357852	416767	0
358111	415603	0
358558	419169	0
358090	417337	0
357864	413868	0
358258	422572	0
358105	417849	0
354860	422612	0
351778	416776	0
351855	428425	0
349677	426869	0
357800	415858	0
358688	417998	0
351207	418719	0
356431	414809	0
358927	417824	0
359741	419372	0
